Driver,Kart,Tires,Glider,Weight,Acceleration,On-Road Traction,Off-Road Traction,Mini Turbo,Ground Speed,Water Speed,Anti-Gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-Gravity Handling,Air Handling,key
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",3.25,4.25,2.5,3.25,4.25,3.5,4.5,3.75,4.75,3.5,3,3.5,3.25,3.254.252.53.254.253.54.53.754.753.533.53.25
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",3.5,4.25,2.75,3,4.25,3.5,4.25,4,4.75,3.5,3.25,3.25,3.25,3.54.252.7534.253.54.2544.753.53.253.253.25
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.25,3.5,2.25,3,4.25,3.75,5,3.75,3,2,3,2.75,3.753.253.52.2534.253.7553.754.25232.75
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.25,3.75,2,3,4.25,3.5,5,3.75,3,2.25,2.75,2.75,43.253.75234.253.553.754.252.252.752.75
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",4,3,3.5,2.25,2.75,4.5,3.75,4.75,4,3,2,3,2.5,433.52.252.754.53.754.7544.5232.5
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",4.25,3,3.75,2,2.75,4.5,3.5,5,4,3,2.25,2.75,2.5,4.2533.7522.754.53.5544.52.252.752.5
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.5,3.5,2.5,3.5,4,4.25,5,4.25,3.5,3,3.25,3.5,3.53.53.52.53.544.2554.25433.253.5
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.5,3.75,2.25,3.5,4,4,5,4.25,3.5,3.25,3,3.5,3.753.53.752.253.54454.2543.2533.5
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",3.75,3.25,3.5,2.5,3.25,4.25,4.25,4.75,4.5,3.5,3,3.25,3.25,3.753.253.52.53.254.254.254.754.54.2533.253.25
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",4,3.25,3.75,2.25,3.25,4.25,4,5,4.5,3.5,3.25,3,3.25,43.253.752.253.254.25454.54.253.2533.25
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,4,3,3.75,4,3.5,4,4.25,4.75,3,2.25,3,3.25,3.25433.7543.544.254.753.52.2533.25
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,4,3.25,3.5,4,3.5,3.75,4.25,4.75,3,2.5,2.75,3.25,3.543.253.543.53.754.254.753.52.52.753.25
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",3.5,3.75,3,3.75,3.75,3.75,4,4,5,3,2.25,3,3,3.53.7533.753.753.754453.752.2533
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",3.75,3.75,3.25,3.5,3.75,3.75,3.75,4.25,5,3,2.5,2.75,3,3.753.753.253.53.753.753.754.2553.752.52.753
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,4,3,3.5,3.75,3.75,4.5,4.5,4.5,3.25,2.75,3.25,3.25,3.5433.53.753.754.54.54.53.752.753.253.25
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4,3.25,3.25,3.75,3.75,4.25,4.5,4.5,3.25,3,3,3.25,3.7543.253.253.753.754.254.54.53.75333.25
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",3.75,3.75,3,3.5,3.5,4,4.5,4.25,4.75,3.25,2.75,3.25,3,3.753.7533.53.544.54.254.7542.753.253
"Wario, Dry Bowser","Biddybuggy, Mr. Scooty","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",4,3.75,3.25,3.25,3.5,4,4.25,4.5,4.75,3.25,3,3,3,43.753.253.253.544.254.54.754333
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3.25,2.75,2.75,3.25,4.5,4.5,5,4.75,2.5,2.5,3.5,2.25,33.252.752.753.254.54.554.754.52.53.52.25
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.25,3,2.5,3.25,4.5,4.25,5,4.75,2.5,2.75,3.25,2.25,3.253.2532.53.254.54.2554.754.52.753.252.25
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",3.25,3,2.75,2.75,3,4.75,4.5,4.75,5,2.5,2.5,3.5,2,3.2532.752.7534.754.54.7554.752.53.52
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",3.5,3,3,2.5,3,4.75,4.25,5,5,2.5,2.75,3.25,2,3.5332.534.754.25554.752.753.252
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,2,2.75,2.5,2,5.25,4.75,4.75,4.75,2.25,2.25,2.75,1.75,422.752.525.254.754.754.755.252.252.751.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,2,3,2.25,2,5.25,4.5,4.75,4.75,2.25,2.5,2.5,1.75,4.25232.2525.254.54.754.755.252.52.51.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",4.25,1.75,2.75,2.5,1.75,5.5,4.75,4.5,5,2.25,2.25,2.75,1.5,4.251.752.752.51.755.54.754.555.52.252.751.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",4.5,1.75,3,2.25,1.75,5.5,4.5,4.75,5,2.25,2.5,2.5,1.5,4.51.7532.251.755.54.54.7555.52.52.51.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,2.5,3.25,3.75,2.5,4.75,4.5,5,4.5,1.75,2,2.5,2,42.53.253.752.54.754.554.54.7522.52
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,2.5,3.5,3.5,2.5,4.75,4.25,5,4.5,1.75,2.25,2.25,2,4.252.53.53.52.54.754.2554.54.752.252.252
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",4.25,2.25,3.25,3.75,2.25,5,4.5,4.75,4.75,1.75,2,2.5,1.75,4.252.253.253.752.2554.54.754.75522.51.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",4.5,2.25,3.5,3.5,2.25,5,4.25,5,4.75,1.75,2.25,2.25,1.75,4.52.253.53.52.2554.2554.7552.252.251.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,2.75,3.25,3.5,2.25,5,5,5,4.5,2,2,3,2.25,3.752.753.253.52.255554.55232.25
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,2.75,3.5,3.25,2.25,5,4.75,5,4.5,2,2.25,2.75,2.25,42.753.53.252.2554.7554.552.252.752.25
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",4,2.5,3.25,3.5,2,5.25,5,4.75,4.75,2,2,3,2,42.53.253.525.2554.754.755.25232
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",4.25,2.5,3.5,3.25,2,5.25,4.75,5,4.75,2,2.25,2.75,2,4.252.53.53.2525.254.7554.755.252.252.752
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3.5,2.5,3,3.5,4.25,4.75,4.5,5,2.75,2.75,3.5,2.75,33.52.533.54.254.754.554.252.753.52.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.5,2.75,2.75,3.5,4.25,4.5,4.5,5,2.75,3,3.25,2.75,3.253.52.752.753.54.254.54.554.2533.252.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",3.25,3.25,2.5,3,3.25,4.5,4.75,4.25,5.25,2.75,2.75,3.5,2.5,3.253.252.533.254.54.754.255.254.52.753.52.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",3.5,3.25,2.75,2.75,3.25,4.5,4.5,4.5,5.25,2.75,3,3.25,2.5,3.53.252.752.753.254.54.54.55.254.533.252.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,2.25,3.5,2,2,5.25,4,5.5,4.25,2.25,1.75,3,2,3.752.253.5225.2545.54.255.251.7532
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,2.25,3.75,1.75,2,5.25,3.75,5.5,4.25,2.25,2,2.75,2,42.253.751.7525.253.755.54.255.2522.752
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",4,2,3.5,2,1.75,5.5,4,5.25,4.5,2.25,1.75,3,1.75,423.521.755.545.254.55.51.7531.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",4.25,2,3.75,1.75,1.75,5.5,3.75,5.5,4.5,2.25,2,2.75,1.75,4.2523.751.751.755.53.755.54.55.522.751.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,2.5,3.5,2.25,2.5,5,4.5,5.5,4.75,2.75,2.75,3.25,2.75,3.52.53.52.252.554.55.54.7552.753.252.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,2.5,3.75,2,2.5,5,4.25,5.5,4.75,2.75,3,3,2.75,3.752.53.7522.554.255.54.755332.75
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",3.75,2.25,3.5,2.25,2.25,5.25,4.5,5.25,5,2.75,2.75,3.25,2.5,3.752.253.52.252.255.254.55.2555.252.753.252.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",4,2.25,3.75,2,2.25,5.25,4.25,5.5,5,2.75,3,3,2.5,42.253.7522.255.254.255.555.25332.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3,3,3.5,3,4.5,4.25,4.75,5.25,2.25,2,3,2.5,3.25333.534.54.254.755.254.5232.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3,3.25,3.25,3,4.5,4,4.75,5.25,2.25,2.25,2.75,2.5,3.533.253.2534.544.755.254.52.252.752.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",3.5,2.75,3,3.5,2.75,4.75,4.25,4.5,5.5,2.25,2,3,2.25,3.52.7533.52.754.754.254.55.54.75232.25
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",3.75,2.75,3.25,3.25,2.75,4.75,4,4.75,5.5,2.25,2.25,2.75,2.25,3.752.753.253.252.754.7544.755.54.752.252.752.25
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3,3,3.25,2.75,4.75,4.75,5,5,2.5,2.5,3.25,2.5,3.5333.252.754.754.75554.752.53.252.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3,3.25,3,2.75,4.75,4.5,5,5,2.5,2.75,3,2.5,3.7533.2532.754.754.5554.752.7532.5
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",3.75,2.75,3,3.25,2.5,5,4.75,4.75,5.25,2.5,2.5,3.25,2.25,3.752.7533.252.554.754.755.2552.53.252.25
"Wario, Dry Bowser","Blue Falcon, Splat Buggy","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",4,2.75,3.25,3,2.5,5,4.5,5,5.25,2.5,2.75,3,2.25,42.753.2532.554.555.2552.7532.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.75,3.5,2.75,3.75,4,4.5,4.75,5,3,2.25,3,3,3.53.753.52.753.7544.54.75542.2533
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.75,3.75,2.5,3.75,4,4.25,4.75,5,3,2.5,2.75,3,3.753.753.752.53.7544.254.75542.52.753
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",3.75,3.5,3.5,2.75,3.5,4.25,4.5,4.5,5.25,3,2.25,3,2.75,3.753.53.52.753.54.254.54.55.254.252.2532.75
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",4,3.5,3.75,2.5,3.5,4.25,4.25,4.75,5.25,3,2.5,2.75,2.75,43.53.752.53.54.254.254.755.254.252.52.752.75
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,2.5,3.5,2.5,2.5,4.75,4.75,4.5,5,2.75,2,2.25,2.5,4.52.53.52.52.54.754.754.554.7522.252.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,2.5,3.75,2.25,2.5,4.75,4.5,4.5,5,2.75,2.25,2,2.5,4.752.53.752.252.54.754.54.554.752.2522.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",4.75,2.25,3.5,2.5,2.25,5,4.75,4.25,5.25,2.75,2,2.25,2.25,4.752.253.52.52.2554.754.255.25522.252.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",5,2.25,3.75,2.25,2.25,5,4.5,4.5,5.25,2.75,2.25,2,2.25,52.253.752.252.2554.54.55.2552.2522.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,3,4,3.75,3,4.25,4.5,4.75,4.75,2.25,1.75,2,2.75,4.5343.7534.254.54.754.754.251.7522.75
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,3,4.25,3.5,3,4.25,4.25,4.75,4.75,2.25,2,1.75,2.75,4.7534.253.534.254.254.754.754.2521.752.75
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",4.75,2.75,4,3.75,2.75,4.5,4.5,4.5,5,2.25,1.75,2,2.5,4.752.7543.752.754.54.54.554.51.7522.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",5,2.75,4.25,3.5,2.75,4.5,4.25,4.75,5,2.25,2,1.75,2.5,52.754.253.52.754.54.254.7554.521.752.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,3.25,4,3.5,2.75,4.5,5,4.75,4.75,2.5,1.75,2.5,3,4.253.2543.52.754.554.754.754.51.752.53
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,3.25,4.25,3.25,2.75,4.5,4.75,4.75,4.75,2.5,2,2.25,3,4.53.254.253.252.754.54.754.754.754.522.253
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",4.5,3,4,3.5,2.5,4.75,5,4.5,5,2.5,1.75,2.5,2.75,4.5343.52.54.7554.554.751.752.52.75
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",4.75,3,4.25,3.25,2.5,4.75,4.75,4.75,5,2.5,2,2.25,2.75,4.7534.253.252.54.754.754.7554.7522.252.75
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,4,3.25,3,4,3.75,4.75,4.25,5.25,3.25,2.5,3,3.5,3.543.25343.754.754.255.253.752.533.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,4,3.5,2.75,4,3.75,4.5,4.25,5.25,3.25,2.75,2.75,3.5,3.7543.52.7543.754.54.255.253.752.752.753.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",3.75,3.75,3.25,3,3.75,4,4.75,4,5.5,3.25,2.5,3,3.25,3.753.753.2533.7544.7545.542.533.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",4,3.75,3.5,2.75,3.75,4,4.5,4.25,5.5,3.25,2.75,2.75,3.25,43.753.52.753.7544.54.255.542.752.753.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,2.75,4.25,2,2.5,4.75,4,5.25,4.5,2.75,1.5,2.5,2.75,4.252.754.2522.54.7545.254.54.751.52.52.75
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,2.75,4.5,1.75,2.5,4.75,3.75,5.25,4.5,2.75,1.75,2.25,2.75,4.52.754.51.752.54.753.755.254.54.751.752.252.75
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",4.5,2.5,4.25,2,2.25,5,4,5,4.75,2.75,1.5,2.5,2.5,4.52.54.2522.255454.7551.52.52.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",4.75,2.5,4.5,1.75,2.25,5,3.75,5.25,4.75,2.75,1.75,2.25,2.5,4.752.54.51.752.2553.755.254.7551.752.252.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3,4.25,2.25,3,4.5,4.5,5.25,5,3.25,2.5,2.75,3.5,434.252.2534.54.55.2554.52.52.753.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3,4.5,2,3,4.5,4.25,5.25,5,3.25,2.75,2.5,3.5,4.2534.5234.54.255.2554.52.752.53.5
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",4.25,2.75,4.25,2.25,2.75,4.75,4.5,5,5.25,3.25,2.5,2.75,3.25,4.252.754.252.252.754.754.555.254.752.52.753.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",4.5,2.75,4.5,2,2.75,4.75,4.25,5.25,5.25,3.25,2.75,2.5,3.25,4.52.754.522.754.754.255.255.254.752.752.53.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.5,3.75,3.5,3.5,4,4.25,4.5,5.5,2.75,1.75,2.5,3.25,3.753.53.753.53.544.254.55.541.752.53.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.5,4,3.25,3.5,4,4,4.5,5.5,2.75,2,2.25,3.25,43.543.253.5444.55.5422.253.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",4,3.25,3.75,3.5,3.25,4.25,4.25,4.25,5.75,2.75,1.75,2.5,3,43.253.753.53.254.254.254.255.754.251.752.53
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",4.25,3.25,4,3.25,3.25,4.25,4,4.5,5.75,2.75,2,2.25,3,4.253.2543.253.254.2544.55.754.2522.253
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3.5,3.75,3.25,3.25,4.25,4.75,4.75,5.25,3,2.25,2.75,3.25,43.53.753.253.254.254.754.755.254.252.252.753.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3.5,4,3,3.25,4.25,4.5,4.75,5.25,3,2.5,2.5,3.25,4.253.5433.254.254.54.755.254.252.52.53.25
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",4.25,3.25,3.75,3.25,3,4.5,4.75,4.5,5.5,3,2.25,2.75,3,4.253.253.753.2534.54.754.55.54.52.252.753
"Wario, Dry Bowser","Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",4.5,3.25,4,3,3,4.5,4.5,4.75,5.5,3,2.5,2.5,3,4.53.254334.54.54.755.54.52.52.53
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,2.75,3.25,2.25,2.75,4.75,4.25,5,4.5,2.25,2,2.75,2,3.752.753.252.252.754.754.2554.54.7522.752
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,2.75,3.5,2,2.75,4.75,4,5,4.5,2.25,2.25,2.5,2,42.753.522.754.75454.54.752.252.52
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",4,2.5,3.25,2.25,2.5,5,4.25,4.75,4.75,2.25,2,2.75,1.75,42.53.252.252.554.254.754.75522.751.75
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",4.25,2.5,3.5,2,2.5,5,4,5,4.75,2.25,2.25,2.5,1.75,4.252.53.522.55454.7552.252.51.75
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,1.5,3.25,2,1.5,5.5,4.5,4.75,4.5,2,1.75,2,1.5,4.751.53.2521.55.54.54.754.55.51.7521.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5,1.5,3.5,1.75,1.5,5.5,4.25,4.75,4.5,2,2,1.75,1.5,51.53.51.751.55.54.254.754.55.521.751.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",5,1.25,3.25,2,1.25,5.75,4.5,4.5,4.75,2,1.75,2,1.25,51.253.2521.255.754.54.54.755.751.7521.25
